"DrugName","DrugID_ChEMBL","DrugSMILES","TargetID_Entrez","TargetGeneSymbol_Entrez"
"ppi-2458","CHEMBL3527358","[H][C@@]1([C@H](OC)[C@@H](CC[C@]11CO1)OC(=O)N[C@H](C(C)C)C(N)=O)[C@@]1(C)O[C@@H]1CC=C(C)C",10988,"METAP2"
"pracinostat","CHEMBL1851943","CCCCC1=NC2=CC(\C=C\C(=O)NO)=CC=C2N1CCN(CC)CC",3065,"HDAC1"
"pracinostat","CHEMBL1851943","CCCCC1=NC2=CC(\C=C\C(=O)NO)=CC=C2N1CCN(CC)CC",3066,"HDAC2"
"pracinostat","CHEMBL1851943","CCCCC1=NC2=CC(\C=C\C(=O)NO)=CC=C2N1CCN(CC)CC",8841,"HDAC3"
"pracinostat","CHEMBL1851943","CCCCC1=NC2=CC(\C=C\C(=O)NO)=CC=C2N1CCN(CC)CC",10013,"HDAC6"
"practolol","CHEMBL6995","CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1",153,"ADRB1"
"pradefovir mesylate","","CS(O)(=O)=O.NC1=C2N=CN(CCOC[P@@]3(=O)OCC[C@H](O3)C3=CC(Cl)=CC=C3)C2=NC=N1",1576,"CYP3A4"
"pralatrexate","CHEMBL1201746","NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1",1719,"DHFR"
"pralatrexate","CHEMBL1201746","NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1",7298,"TYMS"
"pralidoxime","CHEMBL1420","C[N+]1=CC=CC=C1C=NO",43,"ACHE"
"pralidoxime","CHEMBL1420","C[N+]1=C(\C=N\O)C=CC=C1",590,"BCHE"
"pralmorelin","CHEMBL106593","C[C@@H](N)C(=O)N[C@H](CC1=CC=C2C=CC=CC2=C1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCCN)C(N)=O",2693,"GHSR"
"pralnacasan","CHEMBL437526","CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)C1=NC=CC2=CC=CC=C12",834,"CASP1"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",1815,"DRD4"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",1813,"DRD2"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",1812,"DRD1"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",1816,"DRD5"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",150,"ADRA2A"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",3350,"HTR1A"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",152,"ADRA2C"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",3357,"HTR2B"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",3356,"HTR2A"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",3358,"HTR2C"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",151,"ADRA2B"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",1814,"DRD3"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",3352,"HTR1D"
"pramipexole","CHEMBL301265","CCCN[C@H]1CCC2=C(C1)SC(N)=N2",3351,"HTR1B"
"pramlintide","CHEMBL1201669","[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O",799,"CALCR"
"pramlintide","CHEMBL1201669","[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O",10267,"RAMP1"
"pramlintide","CHEMBL1201669","[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O",10266,"RAMP2"
"pramlintide","CHEMBL1201669","[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O",10268,"RAMP3"
"pranlukast","CHEMBL21333","O=C(NC1=CC=CC2=C1OC(=CC2=O)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1",10800,"CYSLTR1"
"pranlukast","CHEMBL21333","O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1",7124,"TNF"
"pranlukast","CHEMBL21333","O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1",6037,"RNASE3"
"pranlukast","CHEMBL21333","O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1",4790,"NFKB1"
"pranlukast","CHEMBL21333","O=C(NC1=C2OC(=CC(=O)C2=CC=C1)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1",3567,"IL5"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C",6462,"SHBG"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",5465,"PPARA"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2099,"ESR1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",367,"AR"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",10280,"SIGMAR1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",3292,"HSD17B1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2100,"ESR2"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",6822,"SULT2A1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",8856,"NR1I2"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",6820,"SULT2B1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",9970,"NR1I3"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2554,"GABRA1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2555,"GABRA2"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2556,"GABRA3"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2557,"GABRA4"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2558,"GABRA5"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2559,"GABRA6"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2560,"GABRB1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2561,"GABRB2"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2562,"GABRB3"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2563,"GABRD"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2564,"GABRE"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2565,"GABRG1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2566,"GABRG2"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2567,"GABRG3"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2568,"GABRP"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",55879,"GABRQ"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2902,"GRIN1"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2903,"GRIN2A"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2904,"GRIN2B"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2905,"GRIN2C"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",2906,"GRIN2D"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",116443,"GRIN3A"
"prasterone","CHEMBL90593","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C",116444,"GRIN3B"
"prasugrel","CHEMBL1201772","[H]C(N1CCC2=C(C1)C=C(OC(C)=O)S2)(C(=O)C1CC1)C1=C(F)C=CC=C1",64805,"P2RY12"
"pravastatin","CHEMBL690","[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC",3156,"HMGCR"
"prazepam","CHEMBL969","ClC1=CC=C2N(CC3CC3)C(=O)CN=C(C3=CC=CC=C3)C2=C1",2561,"GABRB2"
"prazepam","CHEMBL969","ClC1=CC=C2N(CC3CC3)C(=O)CN=C(C3=CC=CC=C3)C2=C1",2554,"GABRA1"
"prazepam","CHEMBL969","ClC1=CC=C2N(CC3CC3)C(=O)CN=C(C3=CC=CC=C3)C2=C1",2566,"GABRG2"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2569,"GABRR1"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2555,"GABRA2"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2558,"GABRA5"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2556,"GABRA3"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2560,"GABRB1"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2562,"GABRB3"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2565,"GABRG1"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2567,"GABRG3"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2564,"GABRE"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2568,"GABRP"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2570,"GABRR2"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2563,"GABRD"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",200959,"GABRR3"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2557,"GABRA4"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",2559,"GABRA6"
"prazepam","CHEMBL969","ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1",55879,"GABRQ"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",148,"ADRA1A"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",147,"ADRA1B"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",140,"ADORA3"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",146,"ADRA1D"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",4835,"NQO2"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",3757,"KCNH2"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",150,"ADRA2A"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",81033,"KCNH6"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",151,"ADRA2B"
"prazosin","CHEMBL2","COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1",90134,"KCNH7"
"prednicarbate","CHEMBL1200386","[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"prednisolone","CHEMBL131","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",6868,"ADAM17"
"prednisolone","CHEMBL131","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",866,"SERPINA6"
"prednisolone","CHEMBL131","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"prednisolone","CHEMBL131","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",2752,"GLUL"
"prednisolone acetate","CHEMBL1152","[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"prednisolone sodium phosphate","CHEMBL1201014","[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"prednisolone tebutate","CHEMBL1200909","[H][C@@]12CC[C@](O)(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"prednisone","CHEMBL635","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",2908,"NR3C1"
"prednisone","CHEMBL635","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C",3290,"HSD11B1"
"pregabalin","CHEMBL1059","CC(C)C[C@H](CN)CC(O)=O",9254,"CACNA2D2"
"pregabalin","CHEMBL1059","CC(C)C[C@H](CN)CC(O)=O",781,"CACNA2D1"
"pregabalin","CHEMBL1059","CC(C)C[C@H](CN)CC(O)=O",773,"CACNA1A"
"pregnenolone","CHEMBL253363","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O",6820,"SULT2B1"
"pregnenolone succinate","CHEMBL2105373","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OC(=O)CCC(O)=O",6462,"SHBG"
"prenylamine","CHEMBL24072","CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1",85366,"MYLK2"
"prilocaine","CHEMBL1194","CCCNC(C)C(=O)NC1=C(C)C=CC=C1",6323,"SCN1A"
"prilocaine","CHEMBL1194","CCCNC(C)C(=O)NC1=C(C)C=CC=C1",6326,"SCN2A"
"prilocaine","CHEMBL1194","CCCNC(C)C(=O)NC1=C(C)C=CC=C1",6328,"SCN3A"
"prilocaine","CHEMBL1194","CCCNC(C)C(=O)NC1=CC=CC=C1C",6331,"SCN5A"
"primaquine","CHEMBL506","COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1",4835,"NQO2"
"primaquine","CHEMBL506","COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1",3855,"KRT7"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2561,"GABRB2"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2554,"GABRA1"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2566,"GABRG2"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2555,"GABRA2"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2558,"GABRA5"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2557,"GABRA4"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2556,"GABRA3"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2559,"GABRA6"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2898,"GRIK2"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2891,"GRIA2"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",1137,"CHRNA4"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",1139,"CHRNA7"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",89832,"CHRFAM7A"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2560,"GABRB1"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2562,"GABRB3"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2563,"GABRD"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2564,"GABRE"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2565,"GABRG1"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2567,"GABRG3"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",2568,"GABRP"
"primidone","CHEMBL856","CCC1(C(=O)NCNC1=O)C1=CC=CC=C1",55879,"GABRQ"
"prlx 93936","","Not Found",7417,"VDAC2"
